design,samples_per_symbol,symbol_count,desired_seed,adjacent_seed,trim,tap_count,rolloff,desired_normalized_cfo,channel_spacing,block_symbols,loop_gain,tail_block_count,settle_threshold,adjacent_enabled,adjacent_relative_power_db,orientation_sign,isolated_central_slope_wrt_deltaf_over_Rs,final_residual_cfo,tail_mean_abs_residual_cfo,tail_peak_abs_residual_cfo,tail_within_threshold_fraction,tail_mean_abs_detector_output
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.37,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.000259903543227552,0.00020357968770149637,0.000259903543227552,1.0,0.0020201099582242664
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.37,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.013863794380997992,0.012658566390940615,0.013863794380997992,1.0,0.018989121657939537
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.38,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002498131472493202,0.00019670347658255261,0.0002498131472493202,1.0,0.002003893976500413
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.38,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.01221931370261132,0.011210040442357565,0.01221931370261132,1.0,0.01617493847211099
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.39,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025937708606882273,0.00020156225111011444,0.00025937708606882273,1.0,0.0020174050136665318
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.39,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.010589986644748256,0.009690786831649598,0.010589986644748256,1.0,0.01437146299533115
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.4,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025397115816738986,0.00019942311547667196,0.00025397115816738986,1.0,0.002034638197941009
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.4,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.009150778555505164,0.008371545572560469,0.009150778555505164,1.0,0.012494788740555617
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.41,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025566687406300284,0.00020060298370423734,0.00025566687406300284,1.0,0.0020163168290860956
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.41,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.00781314304886149,0.007157917658899048,0.00781314304886149,1.0,0.010601945819111166
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.42,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002605802898640649,0.0002029647112738424,0.0002605802898640649,1.0,0.002010211726961065
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.42,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.006675918626069053,0.006091065148278953,0.006675918626069053,1.0,0.009331243668897093
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.43,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00024751241957178993,0.00019231110141441153,0.00024751241957178993,1.0,0.0020133871668342796
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.43,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.005661874585078546,0.0051655403478154055,0.005661874585078546,1.0,0.007935432523017434
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.44,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002495293660882594,0.00019403043736862757,0.0002495293660882594,1.0,0.0020084393148613387
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.44,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.004701885852309263,0.004289021166302058,0.004701885852309263,1.0,0.006661796159062895
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.45,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002484950328564589,0.00019252095454481673,0.0002484950328564589,1.0,0.002011681620373764
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.45,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.004015034286348737,0.0036598565394267623,0.004015034286348737,1.0,0.005703550780803926
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.46,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025492422238781396,0.0002003252623201492,0.00025492422238781396,1.0,0.0020191233039471837
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.46,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.003297320471262744,0.003002672994883332,0.003297320471262744,1.0,0.0047946032274102865
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.47,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002495768084126879,0.0001933987072154427,0.0002495768084126879,1.0,0.0020089839896774214
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.47,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.002671272893480461,0.002432790874550221,0.002671272893480461,1.0,0.003897757059616383
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.48,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002534341501530731,0.00019910902134758922,0.0002534341501530731,1.0,0.0020225748160598855
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.48,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0022177097569522804,0.0020271928355967022,0.0022177097569522804,1.0,0.00315692284677978
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.49,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025307468131815223,0.00019791763974368612,0.00025307468131815223,1.0,0.0020252376612990143
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.49,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.001805151454201532,0.0016523070897642115,0.001805151454201532,1.0,0.002566187740888525
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.5,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.000253168157205306,0.0001972433056170263,0.000253168157205306,1.0,0.0020246450703686586
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.5,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.001443512732802087,0.001323996338373549,0.001443512732802087,1.0,0.0020359783837918433
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.51,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002499642159279458,0.00019510246489296942,0.0002499642159279458,1.0,0.0020245665183939226
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.51,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0011471006650488334,0.0010571928295635784,0.0011471006650488334,1.0,0.0015458869543108322
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.52,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002464159064116432,0.00019007640496127484,0.0002464159064116432,1.0,0.0020112607327365632
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.52,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0009122418539078092,0.0008431729385756493,0.0009122418539078092,1.0,0.0012111721768234783
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.53,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00024643472301631307,0.00019261179042780448,0.00024643472301631307,1.0,0.0020160733566526243
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.53,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0006950864012831895,0.0006436687060975516,0.0006950864012831895,1.0,0.0009188099106659093
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.54,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.000248330580981615,0.0001917388310435982,0.000248330580981615,1.0,0.002024322954068704
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.54,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0005131290001798597,0.0004762489265638123,0.0005131290001798597,1.0,0.0006621959984947947
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.55,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025074491486373296,0.00019641379708027965,0.00025074491486373296,1.0,0.002020623696033683
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.55,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.00037959011718899816,0.0003531000604393913,0.00037959011718899816,1.0,0.000480854632294873
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.56,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025048480825462147,0.00019643425399666498,0.00025048480825462147,1.0,0.0020220584365913596
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.56,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.00027144223332737516,0.00025470498219855526,0.0002714872055876884,1.0,0.00030414981335885475
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.57,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002517855000541481,0.00019704050987132214,0.0002517855000541481,1.0,0.0020104806920306657
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.57,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.0001846711600052946,0.00017390051212437985,0.000185216300975238,1.0,0.00020873292037520416
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.58,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002487004258659117,0.00019382951926687024,0.0002487004258659117,1.0,0.002024023261028526
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.58,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,0.00012534528600900303,0.00011760844218454742,0.0001257712346723042,1.0,0.00015496862293972537
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.59,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.000245084237491653,0.00019017896457491936,0.000245084237491653,1.0,0.0020178663746074576
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.59,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,7.634821914707095e-05,7.100074717409761e-05,7.641657648787546e-05,1.0,9.813745213897829e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.6,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002501504286154649,0.00019497029518619025,0.0002501504286154649,1.0,0.002014583447830623
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.6,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,4.364604883789542e-05,4.079406887299291e-05,4.394116444130769e-05,1.0,5.2806617133805364e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.61,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00024762118022388926,0.00019358396866388816,0.00024762118022388926,1.0,0.0020296797024830417
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.61,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,2.7281709956584094e-05,2.551627804474612e-05,2.7281709956584094e-05,1.0,4.084045237619129e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.62,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002518131696492213,0.0001969799471887958,0.0002518131696492213,1.0,0.0020220938172989117
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.62,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,1.6087012280387702e-05,1.4835454309513735e-05,1.6583085448998334e-05,1.0,2.691367752965618e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.63,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00024977925147970934,0.00019489885040645163,0.00024977925147970934,1.0,0.002019460302685861
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.63,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,8.79429761161154e-06,7.983221677352796e-06,8.79429761161154e-06,1.0,1.4062675454131504e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.64,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.0002505523239303926,0.00019669742008113415,0.0002505523239303926,1.0,0.002031350970532217
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.64,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,4.0420279400078915e-06,4.51206839418868e-06,5.182555254886674e-06,1.0,2.643269405711523e-05
proxy_bandpass,4,3072,19,173,96,63,0.35,0.0,1.65,96,0.02,8,0.05,True,0.0,-1.0,0.7419663859132712,0.00025119348535766506,0.0001958878850425002,0.00025119348535766506,1.0,0.002016359930835438
gnuradio_half_sine,4,3072,19,173,96,63,0.35,0.0,1.65,96,0.02,8,0.05,True,0.0,1.0,1.0045124738902753,1.4666800509816683e-06,8.495736602685171e-07,1.4666800509816683e-06,1.0,1.4582380008678554e-05
